"臓器","分類","項目名","UID","H28対応項目","H28表記","修正提案(20220302)","査読コメント(20220302)","削除項目","追加項目","メモ","査読への返答","A","B","C","D","E","F","G","H","I"
"乳房","症候","乳房の腫脹・疼痛・変形","JlAKprg","D-11-03-na-01,D-11-04-01-02","乳房腫瘤、異常乳汁分泌（血性乳頭分泌）と乳房の腫脹・疼痛・変形をきたす主な病因を列挙できる。,女性化乳房を概説できる。","","","","","","","","","","","","","","",""
"乳房","症候","女性化乳房","JlAKprk","D-11-03-na-01,D-11-04-01-02","乳房腫瘤、異常乳汁分泌（血性乳頭分泌）と乳房の腫脹・疼痛・変形をきたす主な病因を列挙できる。,女性化乳房を概説できる。","","","","","","","","","","","","","","",""
"乳房","検査方法","乳房腫瘤に対する画像診断（超音波検査・マンモグラフィー・MRI）","JlAKpro","D-11-02-na-01","乳房腫瘤の画像診断（乳房撮影、超音波検査、磁気共鳴画像法<MRI>）を概説できる。","","","","マンモグラフィー","","","","","","マンモグラフィーはマンモグラフィと記載","","","","",""
"乳房","検査方法","乳房腫瘤に対する細胞・組織診断法","JlAKprs","D-11-02-na-02","乳房腫瘤に対する細胞・組織診断法を概説できる。","","","","","","","","","","","","","","",""
"乳房","特異的治療法","※現時点で該当項目なし","JlAKprw","","","保留","","","","","","","","","","","","","",""
"乳房","疾患・病態","良性乳腺疾患（乳腺炎・乳腺症）","JlAKpr0","D-11-04-01-01","良性乳腺疾患の種類を列挙できる。","","","","（乳腺炎・乳腺症）の表記","","","","","","","","","","",""
"乳房","疾患・病態","腫瘍性疾患　※腫瘍の項目を参照","JlAKpr4","","","削除候補","","D-11-04-02-01","","E-3腫瘍へ移動","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","ホルモンの構造的分類、作用機序および分泌調節機能","JlAKpr8","D-12-01-na-01","ホルモンを構造から分類し作用機序と分泌調節機能を説明できる。","","","D-12-01-na-02","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","視床下部ホルモン・下垂体ホルモンの名称、作用と相互関係","JlAKpsA","D-12-01-na-03","視床下部ホルモン・下垂体ホルモンの名称、作用と相互関係を説明できる。","","","D-12-02-na-04","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","甲状腺と副甲状腺(上皮小体)から分泌されるホルモンの作用と分泌調節機構","JlAKpsE","D-12-01-na-04","甲状腺と副甲状腺（上皮小体）から分泌されるホルモンの作用と分泌調節機構を説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","副腎の構造と分泌されるホルモンの作用と分泌調節機構","JlAKpsI","D-12-01-na-05","副腎の構造と分泌されるホルモンの作用と分泌調節機構を説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","膵島から分泌されるホルモンの作用","JlAKpsM","D-12-01-na-06","膵島から分泌されるホルモンの作用を説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","男性ホルモン・女性ホルモンの合成・代謝経路と作用","JlAKpsQ","D-12-01-na-07","男性ホルモン・女性ホルモンの合成・代謝経路と作用を説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","三大栄養素、ビタミン、微量元素の消化吸収と栄養素の生物学的利用効率","JlAKpsU","D-12-01-na-08","三大栄養素、ビタミン、微量元素の消化吸収と栄養素の生物学的利用効率(bioavailability)を説明できる。","","","","","C-04-03との調整必要","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","糖質・タンパク質・脂質の代謝経路と相互作用","JlAKpsY","D-12-01-na-09","糖質・タンパク質・脂質の代謝経路と相互作用を説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","構造と機能","血中ホルモン濃度に影響を与える因子およびホルモンの日内変動","JlAKpsc","D-12-02-na-02,D-12-02-na-03","血中ホルモン濃度に影響を与える因子を列挙できる。,ホルモンの日内変動の例を挙げて説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","体重減少","JlAKpsg","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","体重増加","JlAKpsk","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","月経異常","JlAKpso","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","低身長","JlAKpss","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","甲状腺腫","JlAKpsw","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","ホルモンの過剰または欠乏がもたらす身体症状","JlAKps0","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","症候","エネルギー摂取の過剰または欠乏がもたらす身体症状","JlAKps4","","","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","検査方法","血中・尿中ホルモン測定","JlAKps8","","","","","","①血中・尿中ホルモン測定","","","","","","","","","","",""
"内分泌・栄養・代謝系","検査方法","内分泌機能検査、負荷試験","JlAKptA","","","","","","②内分泌機能検査、負荷試験","","","","","","","","","","",""
"内分泌・栄養・代謝系","特異的治療法","※現時点でなし","JlAKptE","","","保留","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患：先端巨大症、Cushing病、高プロラクチン血症、下垂体前葉機能低下症、視床下部下垂体炎、中枢性尿崩症、抗利尿ホルモン不適合分泌症候群<SIADH>、下垂体腫瘍","JlAKptI","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。","","","","下垂体腫瘍","下垂体前葉機能低下症、視床下部下垂体炎は汎下垂体機能低下症を差し替え","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","甲状腺疾患：甲状腺機能亢進症、甲状腺機能低下症、甲状腺炎（慢性・無痛性・亜急性）","JlAKptM","D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","Basedow病の病態、症候、診断と治療を説明できる。,甲状腺炎（慢性・亜急性）を概説できる。,甲状腺機能低下症の症候、診断と治療を説明できる。","","","","無痛性","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副甲状腺疾患：副甲状腺機能亢進症、副甲状腺機能低下症、悪性腫瘍に伴う高カルリウム血症","JlAKptQ","D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","カルシウム代謝の異常を疾患と関連付けて説明できる。,副甲状腺機能亢進症と副甲状腺機能低下症の病因、病態、症候と診断を説明できる。,悪性腫瘍に伴う高Ca血症を概説できる。,偽性副甲状腺機能低下症を概説できる。","","","D-12-04-03-01,D-12-04-03-04","","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副腎皮質・髄質疾患：Cushing 症候群、アルドステロン過剰症、原発性アルドステロン症、副腎不全(急性・慢性<Addison 病>)","JlAKptU","D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","Cushing症候群の病態、症候と診断を説明できる。,アルドステロン過剰症、原発性アルドステロン症を概説できる。,副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","糖代謝異常：1型糖尿病、2型糖尿病、糖尿病の急性期合併症（糖尿病ケトアシドーシス・高血糖高浸透圧症候群・乳酸アシドーシス）、糖尿病の慢性合併症（網膜症・腎症・神経障害、足病変）、低血糖症","JlAKptY","D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。","","","","合併症の詳細項目","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","脂質代謝異常：脂質異常症、肥満症","JlAKptc","D-12-04-06-01,D-12-04-06-02","脂質異常症（高脂血症）の分類、病因と病態を説明できる。,脂質異常症（高脂血症）の予防と治療を説明できる。","","","","肥満症","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","ビタミン・核酸・その他の代謝異常：ビタミン欠乏症、高尿酸血症・痛風、全身性アミロイドーシス","JlAKptg","D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","血清タンパク質の異常を概説できる。,高尿酸血症・痛風の病因と病態を説明できる。,ビタミン・微量元素の欠乏症と過剰症を概説できる。,ヘモクロマトーシスを概説できる。,ポルフィリアを概説できる。,Wilson病を概説できる。","","","D-12-04-07-01,D-12-04-07-02, D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","全身性アミロイドーシス","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","小児疾患：成長ホルモン分泌不全型低身長、先天性副腎皮質過形成","JlAKptk","D-12-04-01-05, D-12-04-04-04","成長ホルモン分泌不全性低身長症を概説できる。,先天性副腎（皮質）過形成を概説できる。","","","","","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","腫瘍性疾患：　※腫瘍の項目を参照","JlAKpto","D-12-04-10-01,D-12-04-10-02,D-12-04-10-03","甲状腺腫瘍を分類し、症候、病理所見、治療法を説明できる。,褐色細胞腫の病態、症候、画像所見、病理所見、診断、治療法を説明できる。,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。","","","D-12-04-10-01,D-12-04-10-02,D-12-04-10-03","","","","","","","","","","","",""
"眼・視覚系","構造と機能","眼球と付属器の構造","JlAKptw","D-13-01-na-01","眼球と付属器の構造と機能を説明できる。","","","","","","","","","","","","","","",""
"眼・視覚系","構造と機能","視覚情報の受容の仕組みと伝導路","JlAKpt0","D-13-01-na-02","視覚情報の受容のしくみと伝導路を説明できる。","","","","","","","","","","","","","","",""
"眼・視覚系","構造と機能","眼球運動の仕組み","JlAKpt4","D-13-01-na-03","眼球運動のしくみを説明できる。","","","","","","","","","","","","","","",""
"眼・視覚系","構造と機能","対光反射、輻輳反射、角膜反射の機能","JlAKpt8","D-13-01-na-04","対光反射、輻輳反射、角膜反射の機能を説明できる。","","","","","","","","","","","","","","",""
"眼・視覚系","症候","めまい","JlAKpuA","D-13-03-02-01,D-13-03-02-02,D-13-03-02-03","めまい,頭痛・頭重感,悪心・嘔吐","","","","","","","","","","","","","","",""
"眼・視覚系","症候","頭痛","JlAKpuE","D-13-03-02-01,D-13-03-02-02,D-13-03-02-03","めまい,頭痛・頭重感,悪心・嘔吐","","","","","","","","","","","","","","",""
"眼・視覚系","症候","悪心・嘔吐","JlAKpuI","D-13-03-02-01,D-13-03-02-02,D-13-03-02-03","めまい,頭痛・頭重感,悪心・嘔吐","","","","","","","","","","","","","","",""
"眼・視覚系","症候","視力障害","JlAKpuM","D-13-03-01-01","眼・視覚系に関する主要症候（視力障害、視野異常、色覚異常、眼球運動障害、眼脂・眼の充血、飛蚊症、眼痛）を列挙し、それらの発生機序、原因疾患と治療を説明できる。","","","","","","","","","","","","","","",""
"眼・視覚系","症候","視野異常","JlAKpuQ","D-13-03-01-01","眼・視覚系に関する主要症候（視力障害、視野異常、色覚異常、眼球運動障害、眼脂・眼の充血、飛蚊症、眼痛）を列挙し、それらの発生機序、原因疾患と治療を説明できる。","","","","","","","","","","","","","","",""
"眼・視覚系","症候","眼球運動障害","JlAKpuU","D-13-03-01-01","眼・視覚系に関する主要症候（視力障害、視野異常、色覚異常、眼球運動障害、眼脂・眼の充血、飛蚊症、眼痛）を列挙し、それらの発生機序、原因疾患と治療を説明できる。","","","","","","","","","","","","","","",""
