"index","第1層（大項目）","第2層（中項目）","第3層（小項目）","第4層（細小項目）","第5層（学修目標）"
930.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(10) 腫瘍性疾患","①甲状腺腫瘍を分類し、症候、病理所見、治療法を説明できる。"
931.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(10) 腫瘍性疾患","②褐色細胞腫の病態、症候、画像所見、病理所見、診断、治療法を説明できる。"
932.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(10) 腫瘍性疾患","③神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。"
933.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-1) 構造と機能","なし","①眼球と付属器の構造と機能を説明できる。"
934.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-1) 構造と機能","なし","②視覚情報の受容のしくみと伝導路を説明できる。"
935.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-1) 構造と機能","なし","③眼球運動のしくみを説明できる。"
936.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-1) 構造と機能","なし","④対光反射、輻輳反射、角膜反射の機能を説明できる。"
937.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-2) 診断と検査の基本","なし","①基本的眼科検査（視力検査、視野検査、細隙灯顕微鏡検査、眼圧検査、眼底検査）を列挙し、それらの原理と適応を述べ、主要所見を解釈できる。"
938.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-3) 症候","D-13-3)-(1) 眼・視覚系に関する主要症候","①眼・視覚系に関する主要症候（視力障害、視野異常、色覚異常、眼球運動障害、眼脂・眼の充血、飛蚊症、眼痛）を列挙し、それらの発生機序、原因疾患と治療を説明できる。"
939.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-3) 症候","D-13-3)-(2) その他の症候","①めまい"
940.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-3) 症候","D-13-3)-(2) その他の症候","②頭痛・頭重感"
941.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-3) 症候","D-13-3)-(2) その他の症候","③悪心・嘔吐"
942.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","①屈折異常（近視、遠視、乱視）と調節障害の病態生理を説明できる。"
943.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","②感染性角結膜疾患の症候、診断と治療を説明できる。"
944.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","③白内障の病因、症候、診断と治療を説明できる。"
945.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","④緑内障の病因を列挙し、それらの発症機序、症候と治療を説明できる。"
946.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","⑤裂孔原性網膜剥離の症候、診断と治療を説明できる。"
947.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","⑥糖尿病、高血圧・動脈硬化による眼底変化を説明できる。"
948.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","⑦ぶどう膜炎の病因、症候、診断と治療を説明できる。"
949.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","⑧視神経炎(症)・うっ血乳頭の病因、症候と診断を説明できる。"
950.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","⑨アルカリ、酸による化学損傷の症候と救急処置を説明できる。"
951.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(1) 眼・視覚系の良性疾患","⑩網膜静脈閉塞症と動脈閉塞症の症候、診断と治療を説明できる。"
952.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-13 眼・視覚系","D-13-4) 疾患","D-13-4)-(2) 腫瘍性疾患","①網膜芽細胞腫の症候、診断と治療を説明できる。"
953.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-1) 構造と機能","なし","①外耳・中耳・内耳の構造を図示できる。"
954.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-1) 構造と機能","なし","②聴覚・平衡覚の受容のしくみと伝導路を説明できる。"
955.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-1) 構造と機能","なし","③口腔・鼻腔・咽頭・喉頭の構造を図示できる。"
956.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-1) 構造と機能","なし","④喉頭の機能と神経支配を説明できる。"
957.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-1) 構造と機能","なし","⑤平衡感覚機構を眼球運動、姿勢制御と関連させて説明できる。"
958.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-1) 構造と機能","なし","⑥味覚と嗅覚の受容のしくみと伝導路を説明できる。"
959.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-2) 診断と検査の基本","なし","①聴力検査と平衡機能検査を説明できる。"
960.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-2) 診断と検査の基本","なし","②味覚検査と嗅覚検査を説明できる。"
961.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-3) 症候","D-14-3)-(1) 耳鼻・咽喉・口腔系に関する主要症候","①気道狭窄、難聴、鼻出血、咽頭痛、開口障害と反回神経麻痺（嗄声）をきたす疾患を列挙し、その病態を説明できる。"
962.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-3) 症候","D-14-3)-(2) その他の症候","①めまい"
963.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-3) 症候","D-14-3)-(2) その他の症候","②嚥下障害・誤嚥"
964.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","①滲出性中耳炎、急性中耳炎と慢性中耳炎の病因、診断と治療を説明できる。"
965.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","②伝音難聴と感音難聴、迷路性と中枢性難聴を病態から鑑別し、治療を説明できる。"
966.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","③末梢性めまいと中枢性めまいを鑑別し、治療を説明できる。"
967.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","④良性発作性頭位眩暈症の症候、診断と治療を説明できる。"
968.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑤鼻出血の好発部位と止血法を説明できる。"
969.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑥副鼻腔炎（急性、慢性）の病態と治療を説明できる。"
970.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑦アレルギー性鼻炎の発症機構を説明できる。"
971.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑧扁桃の炎症性疾患の病態と治療を説明できる。"
972.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑨歯科疾患（う蝕、歯周病等）とその全身への影響や口腔機能管理を概説できる。"
973.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑩気管切開の適応を説明できる。"
974.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑪外耳道・鼻腔・咽頭・喉頭・食道の代表的な異物を説明し、除去法を説明できる。"
975.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(1) 耳鼻・咽喉・口腔系の良性疾患","⑫唾液腺疾患を列挙できる。"
976.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(2) 腫瘍性疾患","①口腔・咽頭癌について、病因、病期分類、検査所見、画像所見、病理所見、治療法を説明できる。"
977.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-14 耳鼻・咽喉・口腔系","D-14-4) 疾患","D-14-4)-(2) 腫瘍性疾患","②喉頭癌について、病因、病期分類、検査所見、画像所見、病理所見、治療法を説明できる。"
978.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-15 精神系","D-15-1) 診断と検査の基本","なし","①患者-医師の良好な信頼関係に基づく精神科面接の基本を説明できる。"
979.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-15 精神系","D-15-1) 診断と検査の基本","なし","②精神科診断分類法を説明できる。"
980.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-15 精神系","D-15-1) 診断と検査の基本","なし","③精神科医療の法と倫理に関する必須項目（精神保健及び精神障害者福祉に関する法律、心神喪失者等医療観察法、インフォームド・コンセント）を説明できる。"
981.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-15 精神系","D-15-1) 診断と検査の基本","なし","④コンサルテーション・リエゾン精神医学を説明できる。"
982.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-15 精神系","D-15-1) 診断と検査の基本","なし","⑤心理学的検査法（質問紙法、Rorschachテスト、簡易精神症状評価尺度(Brief Psychiatric Rating Scale <BPRS>)、Hamiltonうつ病評価尺度、Beckのうつ病自己評価尺度、状態特性不安検査(State-Trait Anxiety Inventory <STAI>)、Mini-Mental State Examination <MMSE>、改訂長谷川式簡易知能評価スケール等）の種類と概要を説明できる。"
